市公司,县公司,变电站,线路名称,可开放容量(kWh)
国网武汉供电公司,国网武汉市洪山供电中心,晒湖变电站,10kV晒91晒幸福线,4972.702
国网武汉供电公司,国网东西湖区供电公司,马池变电站,10kV马95汉西线,4979.224
国网武汉供电公司,国网武汉市汉口供电中心,陈家墩变电站,10kV陈68陈湾线,4980.522
国网武汉供电公司,国网武汉市汉阳供电中心,汤山变电站,10kV汤74汤锦绣线,4995.717
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,旭日变电站,20kV旭805旭瑞二回,5003.764
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,水洪变电站,10kV水56汉南二回,5007.892
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,枫树变电站,10kV枫89枫力线,5035.505
国网武汉供电公司,国网东西湖区供电公司,大屋岗变电站,10kV屋610屋网培一回线,5016.054
国网武汉供电公司,国网武汉市汉阳供电中心,英武洲变电站,10kV英70英园线,4956.624
国网武汉供电公司,国网武汉市江岸供电中心,京汉变电站,10kV京汉703京头道西线,4992.988
国网武汉供电公司,国网蔡甸区供电公司,文岭变电站,10kV文73同济医院线,5019.827
国网武汉供电公司,国网东西湖区供电公司,五环变电站,10kV五环58永丰线,5010.148
国网武汉供电公司,国网黄陂区供电公司,研子变电站,10kV研56王河线,4988.294
国网武汉供电公司,国网武汉市汉口供电中心,先锋变电站,10kV先72馨苑线,5032.291
国网武汉供电公司,国网武汉市汉口供电中心,西湖变电站,10kV湖512华银线,4997.533
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,明玉变电站,10kV明玉810明德线,5015.057
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,三角湖变电站,10kV角607角奥线,5045.822
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,凌家山变电站,10kV凌78凌坐二回,5045.054
国网武汉供电公司,国网江夏区供电公司,段岭庙变电站,10kV段606段森二回线,5055.132
国网武汉供电公司,国网武汉市汉口供电中心,唐家墩变电站,10kV唐61唐达一回线,5032.554
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,旭日变电站,20kV旭907旭移动线,4990.213
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,廖家堡变电站,10kV廖75汉威线,5056.439
国网武汉供电公司,国网武汉市江岸供电中心,澳门路变电站,10kV澳76澳红线,5051.833
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,汤梁变电站,10kV梁707梁凰线,5058.442
国网武汉供电公司,国网新洲区供电公司,和平变电站,10kV和59石河线,5015.117
国网武汉供电公司,国网东西湖区供电公司,滨江变电站,10kV滨508八向线,5079.173
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,三角湖变电站,10kV角504角风线,5036.018
国网武汉供电公司,国网东西湖区供电公司,额头湾变电站,10kV额516朝环一回,5059.803
国网武汉供电公司,国网江夏区供电公司,段岭庙变电站,10kV段608段疏二回线,5018.04
国网武汉供电公司,国网武汉市汉口供电中心,利济路变电站,10kV利64集家嘴线,5055.408
国网武汉供电公司,国网武汉市江岸供电中心,黄浦路变电站,10kV浦609浦黄线,5040.035
国网武汉供电公司,国网东西湖区供电公司,滨江变电站,10kV滨705自贸二回线,5022.341
国网武汉供电公司,国网武汉市武昌供电中心,答王庙变电站,10kV答81中调线,5051.348
国网武汉供电公司,国网蔡甸区供电公司,中法城变电站,10kV法803法镇线,5049.57
国网武汉供电公司,国网武汉市汉口供电中心,江发路变电站,10kV发31发银线,5023.718
国网武汉供电公司,国网武汉市武昌供电中心,桃子山变电站,10kV桃71桃隧线,5073.051
国网武汉供电公司,国网武汉市长江新区供电公司,堤角变电站,10kV堤沿江线堤60,5069.977
国网武汉供电公司,国网东西湖区供电公司,径河变电站,10kV径710新河苑一回线,5044.63
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,虹景变电站,10kV景62景华西线,5092.341
国网武汉供电公司,国网蔡甸区供电公司,文岭变电站,10kV文75合众二回线,5060.519
国网武汉供电公司,国网武汉市汉阳供电中心,米粮山变电站,10kV米506米锅监线,5055.724
国网武汉供电公司,国网武汉市汉阳供电中心,米粮山变电站,10kV米511米惠民线,5046.924
国网武汉供电公司,国网武汉市长江新区供电公司,堤角变电站,10kV堤85堤三线,5095.635
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,纱帽变电站,10kV纱57江滩线,5080.257
国网武汉供电公司,国网东西湖区供电公司,荷包湖变电站,10kV荷712荷葛线,5105.37
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,祥云变电站,20kV祥云603祥电一回,5058.23
国网武汉供电公司,国网武汉市长江新区供电公司,堤角变电站,10kV堤64堤二线,5080.097
国网武汉供电公司,国网武汉市汉口供电中心,客运港变电站,10kV客515客汉关线,5040.313
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,旭日变电站,20kV旭603旭妃络线,5090.763
国网武汉供电公司,国网武汉市汉口供电中心,王家墩变电站,10kV王715王云线,5087.012
国网武汉供电公司,国网武汉市洪山供电中心,段岭庙变电站,10kV段609段青二回线,5112.667
国网武汉供电公司,国网武汉市汉阳供电中心,陶家岭变电站,10kV陶709陶颂线,5100.392
国网武汉供电公司,国网蔡甸区供电公司,土山变电站,10kV土56土常一回线,5120.214
国网武汉供电公司,国网武汉市汉口供电中心,王家墩变电站,10kV王705王怡一回,5083.145
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,明玉变电站,10kV明玉604明站一回,5063.12
国网武汉供电公司,国网东西湖区供电公司,翠堤变电站,10kV翠404翠生线,5118.129
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,全力变电站,10kV全78全北线,5113.792
国网武汉供电公司,国网武汉市武昌供电中心,答王庙变电站,10kV答87汪答线,5124.978
国网武汉供电公司,国网江夏区供电公司,巴登城变电站,10kV登81登纺一回,5120.954
国网武汉供电公司,国网武汉市江岸供电中心,澳门路变电站,10kV澳79王府线,5142.348
国网武汉供电公司,国网武汉市江岸供电中心,岱家山变电站,10kV岱410岱二山线,5138.524
国网武汉供电公司,国网武汉市汉口供电中心,永利村变电站,10kV永802永海二回,5159.096
国网武汉供电公司,国网武汉市江岸供电中心,京汉变电站,10kV京汉508京长科线,5126.477
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,周店变电站,10kV店63店华工线,5158.751
国网武汉供电公司,国网武汉市汉口供电中心,唐家墩变电站,10kV唐66唐鸿线,5101.327
国网武汉供电公司,国网黄陂区供电公司,宋岗变电站,10kV宋508党校线,5123.944
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,东升变电站,20kV升605升郡二回,5139.641
国网武汉供电公司,国网东西湖区供电公司,慈惠变电站,10kV慈64水厂线,5109.696
国网武汉供电公司,国网武汉市汉口供电中心,王家墩变电站,10kV王706王时代一回,5138.616
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,通顺河变电站,10kV通511通莲线,5160.678
国网武汉供电公司,国网黄陂区供电公司,祝店变电站,10kV祝504五岭线,5155.839
国网武汉供电公司,国网武汉市汉口供电中心,客运港变电站,10kV客610客航二线,5143.158
国网武汉供电公司,国网武汉市江岸供电中心,福建街变电站,10kV福57江车线,5177.758
国网武汉供电公司,国网武汉市汉口供电中心,古田变电站,10kV古59古柴线,5157.935
国网武汉供电公司,国网武汉市武昌供电中心,秦园路变电站,10kV秦80秦湖大线,5200.893
国网武汉供电公司,国网武汉市江岸供电中心,澳门路变电站,10kV澳90香江线,5201.135
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,光华变电站,10kV华611华海线,5190.958
国网武汉供电公司,国网武汉市汉口供电中心,武展变电站,10kV展63展路灯线,5135.938
国网武汉供电公司,国网武汉市汉口供电中心,航侧变电站,10kV航73航路灯线,5152.174
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,流芳园变电站,10kV流509流想线,5173.676
国网武汉供电公司,国网新洲区供电公司,问津变电站,10kV问604洪岗线,5190.71
国网武汉供电公司,国网东西湖区供电公司,五环变电站,10kV五环99中广线,5196.786
国网武汉供电公司,国网新洲区供电公司,双柳变电站,10kV双60汪铺线,5155.057
国网武汉供电公司,国网武汉市江岸供电中心,球场路变电站,10kV球605球解放线,5168.819
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,陡埠变电站,10kV陡508通航园二回,5169.3
国网武汉供电公司,国网武汉市武昌供电中心,余家头变电站,10kV余511余南线,5209.407
国网武汉供电公司,国网蔡甸区供电公司,索河变电站,10kV索55虎圻线,5228.845
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,官湖变电站,10kV官湖511官猛线,5215.965
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,大屋陈变电站,10kV陈55陈镇线,5209.843
国网武汉供电公司,国网武汉市汉口供电中心,多福巷变电站,10kV多71多光线,5196.144
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,生物园变电站,20kV物412物向二回,5205.27
国网武汉供电公司,国网武汉市汉口供电中心,古田变电站,10kV古58古凯线,5195.141
国网武汉供电公司,国网东西湖区供电公司,网安变电站,10kV网安804网院线,5208.537
国网武汉供电公司,国网武汉市汉阳供电中心,腰路堤变电站,10kV腰517腰东方线,5232.118
国网武汉供电公司,国网武汉市汉阳供电中心,栖贤寺变电站,10kV栖80双街线,5241.62
国网武汉供电公司,国网武汉市洪山供电中心,晒湖变电站,10kV晒97晒岭线,5197.136
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,中山湖变电站,10kV中513中康线,5192.49
国网武汉供电公司,国网东西湖区供电公司,滨江变电站,10kV滨509滨惠园线,5206.745
国网武汉供电公司,国网武汉市汉阳供电中心,腰路堤变电站,10kV腰511腰望江线,5238.812
国网武汉供电公司,国网东西湖区供电公司,荷包湖变电站,10kV荷56新园二回线,5216.354
国网武汉供电公司,国网武汉市汉阳供电中心,黄金口变电站,10kV口83口兴线,5216.812
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,未来城变电站,10kV未806未朝线,5265.949
国网武汉供电公司,国网武汉市汉口供电中心,民生变电站,10kV民80武汉关线,5226.538
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,三角湖变电站,10kV角405角名线,5260.088
国网武汉供电公司,国网武汉市长江新区供电公司,高潮变电站,10kV高617华启线,5241.139
国网武汉供电公司,国网武汉市青山供电中心,沿河变电站,10kV沿60沿港线,5230.376
国网武汉供电公司,国网东西湖区供电公司,慈惠变电站,10kV慈66职校线,5248.728
国网武汉供电公司,国网蔡甸区供电公司,新农变电站,10kV农619压延线,5198.472
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,旭日变电站,20kV旭704旭瑞一回,5221.399
国网武汉供电公司,国网东西湖区供电公司,常青变电站,10kV常615常花二回线,5242.138
国网武汉供电公司,国网东西湖区供电公司,祁家山变电站,10kV祁609体育馆线,5242.398
国网武汉供电公司,国网武汉市汉阳供电中心,栖贤寺变电站,10kV栖71栖汽一回线,5254.791
国网武汉供电公司,国网武汉市汉口供电中心,利济路变电站,10kV利54滨水线,5261.967
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,汤梁变电站,10kV梁513梁坝线,5287.7
国网武汉供电公司,国网武汉市洪山供电中心,楚康变电站,10kV康515康刀线,5215.997
国网武汉供电公司,国网武汉市武昌供电中心,付家坡变电站,10kV付64付泰线,5240.312
国网武汉供电公司,国网武汉市汉阳供电中心,腰路堤变电站,10kV腰704腰阳新线,5277.26
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,东一园变电站,10kV东817东信线,5293.736
国网武汉供电公司,国网武汉市汉口供电中心,多福巷变电站,10kV多70多龙线,5255.226
国网武汉供电公司,国网东西湖区供电公司,三金潭变电站,10KV潭702疾控二回,5283.423
国网武汉供电公司,国网东西湖区供电公司,慈惠变电站,10kV慈74中百线,5281.293
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,陡埠变电站,10kV陡516大咀二回线,5264.18
国网武汉供电公司,国网武汉市江岸供电中心,姑嫂树变电站,10kV姑613姑阳线,5249.32
国网武汉供电公司,国网蔡甸区供电公司,新农变电站,10kV农615金碧二回线,5298.004
国网武汉供电公司,国网武汉市洪山供电中心,珞珈山变电站,10kV珈45珞融线,5321.073
国网武汉供电公司,国网黄陂区供电公司,李集变电站,10kV李53白庙线,5304.657
国网武汉供电公司,国网蔡甸区供电公司,文岭变电站,10kV文62君悦花园二回线,5260.272
国网武汉供电公司,国网武汉市江岸供电中心,京汉变电站,10kV京汉514京汉一回,5281.031
国网武汉供电公司,国网武汉市长江新区供电公司,高潮变电站,10kV高611金台线,5305.005
国网武汉供电公司,国网武汉市洪山供电中心,楚康变电站,10kV康603华师二回,5290.553
国网武汉供电公司,国网东西湖区供电公司,丰绵村变电站,10kV绵511绵新园一回线,5329.97
国网武汉供电公司,国网武汉市汉口供电中心,客运港变电站,10kV客510客长二线,5312.806
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,郑桥变电站,10kV郑809两湖线,5288.758
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,祥云变电站,20kV祥云706祥电二回,5322.487
国网武汉供电公司,国网武汉市武昌供电中心,余家头变电站,10kV余607润园线,5346.267
国网武汉供电公司,国网武汉市汉口供电中心,额头湾变电站,10kV额610额舵线,5289.381
国网武汉供电公司,国网武汉市武昌供电中心,积玉桥变电站,10kV积41玉体线,5317.854
国网武汉供电公司,国网武汉市汉阳供电中心,黄金口变电站,10kV口71口赫线,5336.057
国网武汉供电公司,国网武汉市汉口供电中心,永利村变电站,10kV永91永路灯线,5359.638
国网武汉供电公司,国网武汉市江岸供电中心,黄浦路变电站,10kV浦607二跃线,5331.299
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,白羊村变电站,10kV羊707羊苑二回,5338.625
国网武汉供电公司,国网武汉市武昌供电中心,秦园路变电站,10kV秦98秦东线,5325.509
国网武汉供电公司,国网武汉市武昌供电中心,蔡家嘴变电站,10kV嘴619嘴府一回,5380.075
国网武汉供电公司,国网新洲区供电公司,挖沟变电站,10kV挖510矮林线,5316.592
国网武汉供电公司,国网东西湖区供电公司,大屋岗变电站,10kV屋614网展二回线,5307.548
国网武汉供电公司,国网蔡甸区供电公司,文岭变电站,10kV文54莲溪花园线,5327.259
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,车城北变电站,10kV车城707车谷线,5377.051
国网武汉供电公司,国网武汉市汉口供电中心,三太里变电站,10kV太67统一线,5334.553
国网武汉供电公司,国网蔡甸区供电公司,新农变电站,10kV农58农姚一回线,5351.482
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,三角湖变电站,10kV角605角车线,5358.297
国网武汉供电公司,国网新洲区供电公司,问津变电站,10kV问506袁黄线,5358.494
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,二妃山变电站,20kV妃517妃广一回,5367.924
国网武汉供电公司,国网蔡甸区供电公司,汉洪变电站,10kV汉61界河线,5372.465
国网武汉供电公司,国网武汉市江岸供电中心,淌湖变电站,10kV淌和线淌64,5327.332
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,未来城变电站,10kV未904未凯二回,5367.382
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,沌口变电站,10kV沌56金中线,5346.181
国网武汉供电公司,国网蔡甸区供电公司,姚家山变电站,10kV姚56高庙线,5376.533
国网武汉供电公司,国网新洲区供电公司,余姚变电站,10kV余68古南线,5349.748
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,车城北变电站,10kV车城604车澜线,5374.424
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,马影河变电站,10kV影602凤凰湾线,5398.355
国网武汉供电公司,国网武汉市汉口供电中心,宗关变电站,10kV宗503宗源线,5380.918
国网武汉供电公司,国网武汉市武昌供电中心,洪山变电站,10kV洪714时代花园一回,5418.067
国网武汉供电公司,国网武汉市长江新区供电公司,堤角变电站,10kV堤97堤扬线,5382.942
国网武汉供电公司,国网东西湖区供电公司,径河变电站,10kV径614径银线,5399.803
国网武汉供电公司,国网武汉市汉阳供电中心,栖贤寺变电站,10kV栖83英武线,5391.702
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,凌家山变电站,10kV凌57凌翔线,5412.875
国网武汉供电公司,国网武汉市洪山供电中心,曹家铺变电站,10kV曹70曹科线,5373.022
国网武汉供电公司,国网武汉市武昌供电中心,秦园路变电站,10kV秦85秦阿里一回,5382.341
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,二妃山变电站,20kV妃609妃广二回,5362.342
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,未来城变电站,10kV未703未凯一回,5406.833
国网武汉供电公司,国网武汉市武昌供电中心,余家头变电站,10kV余812才盛线,5397.514
国网武汉供电公司,国网黄陂区供电公司,横店变电站,10kV横59大教线,5389.006
国网武汉供电公司,国网武汉市汉口供电中心,额头湾变电站,10kV额606额宜线,5390.023
国网武汉供电公司,国网武汉市武昌供电中心,秦园路变电站,10kV秦65团结线,5422.479
国网武汉供电公司,国网武汉市长江新区供电公司,周铺变电站,10kV周56周农线,5442.374
国网武汉供电公司,国网武汉市长江新区供电公司,阳兴变电站,10kV阳516阳腾线,5423.227
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,流芳园变电站,10kV流411流轨二回,5408.888
国网武汉供电公司,国网东西湖区供电公司,茅庙集变电站,10kV茅505柏工一回,5459.378
国网武汉供电公司,国网武汉市汉阳供电中心,墨水湖变电站,10kV墨99墨归园线,5442.1
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,新岭变电站,10kV岭66岭香线,5396.229
国网武汉供电公司,国网东西湖区供电公司,滨江变电站,10kV滨704滨云线,5443.642
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,大甘变电站,20kV甘73甘新线,5443.676
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,华科变电站,10kV科817科保线,5421.827
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,锦绣变电站,10kV锦517锦枫一回,5441.328
国网武汉供电公司,国网武汉市汉口供电中心,江发路变电站,10kV发83发福星线,5433.877
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,祥云变电站,20kV祥云804祥空二回,5474.119
国网武汉供电公司,国网武汉市江岸供电中心,淌湖变电站,10kV淌117淌组线,5438.265
国网武汉供电公司,国网武汉市汉阳供电中心,锅子变电站,10kV锅子68锅五线,5430.533
国网武汉供电公司,国网黄陂区供电公司,临空港变电站,10kV空515空临八二回,5468.333
国网武汉供电公司,国网东西湖区供电公司,滨江变电站,10kV滨606青锋线,5458.82
国网武汉供电公司,国网新洲区供电公司,邾城变电站,10kV邾63城邾线,5464.934
国网武汉供电公司,国网武汉市武昌供电中心,洪山变电站,10kV洪503滨湖线,5469.94
国网武汉供电公司,国网蔡甸区供电公司,文岭变电站,10kV文69和记黄埔线,5481.436
国网武汉供电公司,国网武汉市汉阳供电中心,锅子变电站,10kV锅子82锅磨山线,5444.473
国网武汉供电公司,国网武汉市汉口供电中心,民生变电站,10kV民61鄱阳街线,5453.994
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,步行街变电站,10kV街60街嘉一回,5457.326
国网武汉供电公司,国网武汉市江岸供电中心,谌家矶变电站,10kV谌69谌家矶线,5455.99
国网武汉供电公司,国网武汉市青山供电中心,桂家湾变电站,10kV桂74桂地线,5479.986
国网武汉供电公司,国网武汉市汉口供电中心,翠堤变电站,10kV翠507翠明二回线,5524.639
国网武汉供电公司,国网武汉市武昌供电中心,汉街变电站,10kV汉703汉平线,5499.074
国网武汉供电公司,国网武汉市武昌供电中心,余家头变电站,10kV余815余德线,5509.8
国网武汉供电公司,国网东西湖区供电公司,五环变电站,10kV五环89二中线,5512.172
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,陡埠变电站,10kV陡707绿地四回,5489.572
国网武汉供电公司,国网武汉市汉口供电中心,江汉路变电站,10kV江55安静线,5515.336
国网武汉供电公司,国网武汉市长江新区供电公司,熊家店变电站,10kV熊503熊群线,5530.513
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,太山寺变电站,10kV寺510寺柏线,5490.57
国网武汉供电公司,国网武汉市武昌供电中心,体育馆变电站,10kV体88体长线,5524.252
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,廖家堡变电站,10kV廖68华顶二回,5522.027
国网武汉供电公司,国网武汉市武昌供电中心,南湖变电站,10kV南62白中线,5562.099
国网武汉供电公司,国网武汉市洪山供电中心,楚平路变电站,10kV楚907楚杨线,5502.743
国网武汉供电公司,国网武汉市青山供电中心,白玉山变电站,10kV白60贾岭线,5519.797
国网武汉供电公司,国网武汉市汉口供电中心,利济路变电站,10kV利78利国线,5539.237
国网武汉供电公司,国网武汉市长江新区供电公司,鄢家湖变电站,10kV鄢67幸福线,5564.006
国网武汉供电公司,国网黄陂区供电公司,盘龙变电站,10kV盘78致丰线,5538.823
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,流芳园变电站,10kV流608流轨一回,5516.929
国网武汉供电公司,国网东西湖区供电公司,祁家山变电站,10kV祁707海景北一回线,5537.506
国网武汉供电公司,国网武汉市青山供电中心,北洋桥变电站,10kV北洋702北茂线,5553.788
国网武汉供电公司,国网武汉市青山供电中心,大洲变电站,10kV洲79翠苑线,5586.344
国网武汉供电公司,国网黄陂区供电公司,临空港变电站,10kV空513空临九二回,5538.515
国网武汉供电公司,国网武汉市汉口供电中心,澳门路变电站,10kV澳91澳天线,5551.438
国网武汉供电公司,国网武汉市汉口供电中心,精武路变电站,10kV精武605精新体线,5538.094
国网武汉供电公司,国网武汉市汉阳供电中心,栖贤寺变电站,10kV栖81翠微线,5558.093
国网武汉供电公司,国网武汉市汉口供电中心,江发路变电站,10kV发43发天线,5553.476
国网武汉供电公司,国网武汉市汉口供电中心,武展变电站,10kV展62展京线,5532.281
国网武汉供电公司,国网武汉市青山供电中心,桂家湾变电站,10kV桂东线桂36,5572.994
国网武汉供电公司,国网武汉市江岸供电中心,姑嫂树变电站,10kV姑602新康线,5592.584
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,陡埠变电站,10kV陡606大咀一回线,5558.745
国网武汉供电公司,国网黄陂区供电公司,向阳变电站,10kV向66前川线,5537.437
国网武汉供电公司,国网武汉市武昌供电中心,洪山变电站,10kV洪614时代花园二回,5615.175
国网武汉供电公司,国网东西湖区供电公司,滨江变电站,10kV滨707伟泉线,5577.892
国网武汉供电公司,国网武汉市汉口供电中心,顺道街变电站,10kV顺506顺展前线,5581.304
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,马影河变电站,10kV影511发展一回线,5572.486
国网武汉供电公司,国网武汉市武昌供电中心,梨园变电站,10kV梨74梨天线,5577.683
国网武汉供电公司,国网武汉市青山供电中心,大洲变电站,10kV洲75北洋桥线,5546.399
国网武汉供电公司,国网黄陂区供电公司,油岗变电站,10kV油69徐湾一回,5587.728
国网武汉供电公司,国网武汉市汉口供电中心,利济路变电站,10kV利82中山线,5601.138
国网武汉供电公司,国网东西湖区供电公司,滨江变电站,10kV滨507滨联线,5561.492
国网武汉供电公司,国网东西湖区供电公司,网安变电站,10kV网安802新区三路二,5557.673
国网武汉供电公司,国网武汉市汉口供电中心,三太里变电站,10kV太69下汉线,5553.637
国网武汉供电公司,国网武汉市汉口供电中心,江汉路变电站,10kV江64江金线,5569.33
国网武汉供电公司,国网武汉市汉口供电中心,精武路变电站,10kV精武805精武二回,5628.573
国网武汉供电公司,国网武汉市武昌供电中心,体育馆变电站,10kV体72体姚线,5646.565
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,虹景变电站,10kV景705景广线,5600.649
国网武汉供电公司,国网武汉市汉阳供电中心,栖贤寺变电站,10kV栖78显正线,5589.464
国网武汉供电公司,国网武汉市汉口供电中心,永利村变电站,10kV永803永万线,5618.51
国网武汉供电公司,国网黄陂区供电公司,宋岗变电站,10kV宋615奥莱汇一回,5668.758
国网武汉供电公司,国网武汉市武昌供电中心,答王庙变电站,10kV答89答长线,5607.449
国网武汉供电公司,国网武汉市汉阳供电中心,芳草路变电站,10kV芳606芳嘉苑线,5627.976
国网武汉供电公司,国网武汉市青山供电中心,园林路变电站,10kV园景苑线园79,5611.409
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,虹景变电站,10kV景76华乐线,5615.027
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,沌口变电站,10kV沌83沌果线,5623.717
国网武汉供电公司,国网武汉市江岸供电中心,澳门路变电站,10kV澳73澳桥线,5635.779
国网武汉供电公司,国网东西湖区供电公司,红星变电站,10kV红星525嘉宜一回线,5616.286
国网武汉供电公司,国网江夏区供电公司,段岭庙变电站,10kV段607段雪二回线,5650.636
国网武汉供电公司,国网东西湖区供电公司,慈惠变电站,10kV慈75华城线,5630.981
国网武汉供电公司,国网武汉市江岸供电中心,岱家山变电站,10kV岱413岱后线,5685.737
国网武汉供电公司,国网黄陂区供电公司,长岭变电站,10kV长56赵畈线,5608.865
国网武汉供电公司,国网新洲区供电公司,徐古变电站,10kV徐55徐新线,5639.503
国网武汉供电公司,国网东西湖区供电公司,海口变电站,10kV海88省调一回线,5623.998
国网武汉供电公司,国网武汉市长江新区供电公司,阳兴变电站,10kV阳615阳交线,5630.45
国网武汉供电公司,国网武汉市洪山供电中心,石咀变电站,10kV石610石投线,5629.694
国网武汉供电公司,国网武汉市武昌供电中心,四美塘变电站,10kV美406美观线,5651.908
国网武汉供电公司,国网新洲区供电公司,挖沟变电站,10kV挖607七湖线,5677.316
国网武汉供电公司,国网武汉市汉口供电中心,民生变电站,10kV民62民广线,5663.534
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,启明变电站,10kV启507启能一回,5664.382
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,华科变电站,10kV科815科世线,5682.344
国网武汉供电公司,国网新洲区供电公司,城关变电站,10kV城60顾林线,5706.586
国网武汉供电公司,国网武汉市武昌供电中心,汪家墩变电站,10kV汪809梨园线,5703.705
国网武汉供电公司,国网新洲区供电公司,双柳变电站,10kV双59刘镇线,5682.629
国网武汉供电公司,国网新洲区供电公司,双柳变电站,10kV双56龙口线,5723.055
国网武汉供电公司,国网东西湖区供电公司,荷包湖变电站,10kV荷85如意二回线,5684.152
国网武汉供电公司,国网武汉市洪山供电中心,楚平路变电站,10kV楚603楚建线,5700.741
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,光华变电站,10kV华516华广线,5707.211
国网武汉供电公司,国网东西湖区供电公司,幸福变电站,10kV幸71友谊线,5686.782
国网武汉供电公司,国网武汉市汉口供电中心,西湖变电站,10kV湖504湖太线,5697.399
国网武汉供电公司,国网武汉市汉口供电中心,航侧变电站,10kV航85青年一回,5698.718
国网武汉供电公司,国网新洲区供电公司,张信变电站,10kV张58李集线,5670.757
国网武汉供电公司,国网蔡甸区供电公司,中法城变电站,10kV法708法核二回线,5725.75
国网武汉供电公司,国网武汉市长江新区供电公司,鄢家湖变电站,10kV鄢74鄢潮线,5683.991
国网武汉供电公司,国网武汉市江岸供电中心,京汉变电站,10kV京汉604京汉二回,5699.847
国网武汉供电公司,国网武汉市江岸供电中心,球场路变电站,10kV球502球台北线,5700.848
国网武汉供电公司,国网东西湖区供电公司,慈惠变电站,10kV慈704云水湾线,5687.697
国网武汉供电公司,国网新洲区供电公司,新集变电站,10kV新55旧街线,5746.522
国网武汉供电公司,国网新洲区供电公司,余姚变电站,10kV余59姚冲线,5673.001
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,旭日变电站,20kV旭703旭电信一回,5679.304
国网武汉供电公司,国网武汉市汉口供电中心,额头湾变电站,10kV额514额江一回,5742.0
国网武汉供电公司,国网蔡甸区供电公司,知音变电站,10kV知707知大二回线,5712.678
国网武汉供电公司,国网武汉市江岸供电中心,客运港变电站,10kV客508客华一回,5710.824
